AgHgHW6,0,cubic
AlGaH6Os,0,cubic
BaAlTlH6,0,cubic
BaCaH6Ir,0,cubic
BaCaH6Rh,0,cubic
BaCaHfSi6,0,cubic
BaCrH6Ru,0,cubic
BaMgZnH6,0,cubic
BaMnVH6,0,cubic
BaNaH6Rh,0,cubic
BaNaNiH6,0,cubic
BaNaSi6Tc,0,cubic
BaScH6Os,0,cubic
BaScVSi6,0,cubic
BaSrCaSi6,0,cubic
BaSrCdSi6,0,cubic
BaSrCuH6,0,cubic
BaSrMgH6,0,cubic
BaSrZnH6,0,cubic
BaSrZrSi6,0,cubic
BaYHfSi6,0,cubic
BaYMnSi6,0,cubic
BaYSi6W,0,cubic
BaZnTcH6,0,cubic
BeNbNi6H,0,cubic
BeNi6HOs,0,cubic
BeVNi6H,0,cubic
CaAlH6Ir,0,cubic
CaCoAgH6,0,cubic
CaHfCrSi6,0,cubic
CaScMnH6,0,cubic
CaTcNi6H,0,cubic
CaYNiH6,0,cubic
CaYVSi6,0,cubic
CaZrCrSi6,0,cubic
CaZrH6Ir,0,cubic
CdHW6Au,0,cubic
CsBaAlH6,0,cubic
CsBaNiH6,0,cubic
CsBaScSi6,0,cubic
CsBaYSi6,0,cubic
CsHgAsH6,0,cubic
CsKSiH6,0,cubic
CsNaCrSi6,0,cubic
CsNaNbSi6,0,cubic
CsRbH6Pb,0,cubic
CsRbSi6Mo,0,cubic
CsRbSnH6,0,cubic
CsRbVSi6,0,cubic
CsScCrSi6,0,cubic
CsScSi6Ru,0,cubic
CsSrCoH6,0,cubic
CsSrGaH6,0,cubic
CsSrInH6,0,cubic
CsSrMnSi6,0,cubic
CsSrYSi6,0,cubic
CsVCrSi6,0,cubic
CsYSi6Mo,0,cubic
CsZnSbH6,0,cubic
CuHgBW6,0,cubic
Fe6CoNiH,0,cubic
FeNi6HRu,0,cubic
GaAgHW6,0,cubic
HfMnCdH6,0,cubic
HfScBeH6,0,cubic
HfScFeH6,0,cubic
InCuBW6,0,cubic
KAlZnH6,0,cubic
KBaBH6,0,cubic
KBaH6Pt,0,cubic
KBaSi6Mo,0,cubic
KBaTiH6,0,cubic
KBiH6Ir,0,cubic
KCaCoH6,0,cubic
KCaH6Pt,0,cubic
KCaTaSi6,0,cubic
KCaYSi6,0,cubic
KCdSbH6,0,cubic
KHfFeSi6,0,cubic
