Mn2CuGe,1
VFeSb,1
ErTmPd2,0
PmNdHg2,1
PrInPd2,0
Sr2LiRh,0
Th3Ni3Sn4,0
V3Fe3C,0
Ce6Ni6P17,1
Tm4CdPt,0
Pr3IrI3,0
Cr21Fe2C6,0
Ce4MgRh,1
Nb6SiSn,0
HfU3S3,1
Sm2Ru2O7,1
USnAu2,1
U4Ga12Co,1
Er2Pt2O7,0
MnP2O7,1
Li2PmAl,0
TbSnRh2,0
Yb2TlCd,0
BeSiIr2,0
CeSnAu2,0
SmInRh2,0
NaBeO3,1
LiEr2Ga,0
LaDyRu2,0
Sc3SnB,0
Sr2UMn,1
PrInPt4,0
SmTiO3,0
Lu3InN,0
AlGaIr2,0
Eu2TlCd,1
Nd2InHg,1
YbPmCd2,0
TlHgO3,0
YbBiRh2,0
Sc6Ga16Rh7,0
GdZn20Co2,1
Sm4MgNi,0
Li2MgIn,0
V6CoIr,0
SmErMn4,1
PrYMg4,0
Nb6PtAu,0
LaCeB12,0
AsPPt,0
Y2Fe2O7,1
Ag2MoO4,0
Na6MnCl8,1
NiAsS,0
VFe2Si,1
Mo6PbCl14,0
LiTaBe,0
KBePt,0
Zr4AlNi2,0
Tm3Sb5O12,0
RbMgF3,0
Sc2CuTc,0
NpCdPt2,0
TmTaOs2,0
Li2NdTl,0
Sm2CuIr,0
Pr2TlAg,0
TmMnRh2,1
Ac2SiHg,0
Ti2InNi,1
CeP12Os4,0
ScCo3C,0
RbAuF3,0
CsInF3,0
RbCoO2,1
Ac2MgTl,0
HoErHg2,0
La2TlAg,0
LiSc2Ga,0
GdLuRh2,1
PmNdZn2,0
PrNdIn2,0
Sr2LiGa,0
Y2TlHg,0
Er3Sb4Pd8,0
Nd3Ge13Rh4,0
SmGe12Pt4,0
Nd3P6Pd20,0
Ba2NF,0
RbNa2Ge17,0
K9Co2S7,1
YbBiAu,0
In5AgS8,0
RbEu3F10,1
Li4CO4,0
Mg2CoO4,1
MnCu6O8,1
Li3SbO3,0
Ho2ZnOs,0
MnGeRu2,1
MnBe2Rh,0
BeVCo2,1
ScVRu2,0
Sm2CuRu,0
TmMg16Al12,0
PrBiPd2,0
Mg2TlPb,0
Zn3CdS4,0
LaScO3,0
CaSnO6,1
AlNiO3,1
Er2MgTc,0
Eu2TlIn,1
Ho2ZnPt,0
KMgO3,1
LiPr2Al,0
PmTmAl2,0
Sc2GaPd,0
Ti2MoPd,0
TlCuO3,0
TiZn2Pd,0
YbCeAg2,1
LaSb12Ru4,0
Cs2TcCl6,1
Ge19Sb4Br4,0
Dy3SnC,0
AlFe3C,1
VCu3S4,0
Nb4GaS8,0
Ti4Fe2O,1
Nd12Ni6Sn,0
Ce3Si11Pt23,1
SrNiIr2,0
BaScIr,0
PaCdAu2,0
MgTiRh2,0
Tm2MgRu,0
MgTaIr2,0
Sc2ZnGa,0
LiTm2Pt,0
ZrPtPb,0
NaLiTe,0
FePbO3,1
Hf6Al16Os7,0
LiTbTl2,0
YHoAg2,0
Mn2CoAs,1
Er3GaC,0
CsVN2,0
NbSiRh,1
SrEuIn2,1
HCN,0
Cs3BiI6,0
KCdO3,1
LiCdHg2,0
LiCe2Ga,1
NdSmTl2,0
TbCdPt2,0
TbLuIn2,0
YbYPt2,0
YbDyZn2,0
TlWO3,1
YbEuO3,1
EuP12Ru4,1
Eu3Rh4Pb13,1
Sr3MoO6,0
TiFe3N,1
ReBr6N2,1
Ag12SI,1
DyHoMn4,1
Al2Mo3C,0
InPt3C,0
Tb3PbC,0
InFeCo2,1
Cs2SeCl6,0
LiMg2Ge,0
Nb4Zn2C,0
Sc6Si7Ni16,0
LaMn7O12,1
Sr19In8N7,0
Ca19In8N7,0
BaPuO3,1
Mn2Hg2O7,1
Pr2CuRu,0
TiZnPt2,0
Sc2GaRu,0
Lu2AgRu,0
TiMn2Al,1
Li2DyTl,0
CaSmHg2,0
Li2YbPb,0
Gd2TlCd,1
LiTm2Os,0
RbPdF3,0
YbThPt2,0
TmHfCo2,1
MnFe2Ge,1
Eu2AgPt,1
DyYIn2,0
TbHoHg2,0
Dy3Si2Ni6,0
YbInNi4,1
Y3BBr3,0
BiPtO14,1
Cs3Na26In48,0
Zr4NiMo,0
Nb6GePt,0
CeYAl4,1
RbB6H6,0
Li2InAg,0
Li2PbAu,0
BaZrO3,0
TbBRh3,0
Sc3AlC,0
UTe3O9,0
ThCdPt2,0
PrMgHg2,0
PmGeAu2,0
Li2PmSi,0
EuCdHg2,1
NaSmHg2,0
CaErRh2,0
Tm2AgIr,0
YbInPd2,0
Tm2ZnRh,0
Sm2TlAg,0
SmDyRu2,0
Ce3InC,1
AlFeIr2,1
KYO3,1
La2ZnHg,0
LiGdTl2,1
MgSc2Hg,0
UHgO3,0
Sr7Cu44As23,0
SmNiBi,0
Tm4MgRh,0
Pr3PBr3,0
VCo7N4,1
LiGa5O8,0
CeMg2Ag,1
ErInCu2,0
KSiTc2,0
Hg2Pt2O7,0
Pr2ZnRu,0
Sc2TlAg,0
PmInAg2,0
NbZnRu2,0
Yb2AgGe,0
YbInHg2,0
TmMgHg2,0
Lu2InHg,0
CaBeO3,1
SmMnO3,1
SnN2Cl6,1
Li8SbO3,1
NdAs12Os4,0
Dy2TlZn,0
Eu2ZnGa,1
Eu2SbAu,1
LiCe2Al,0
YbPtO3,0
Zr2ReRh,0
Lu3PbC,0
Y4MgPt,0
LiSiAg2,0
HfTiMo4,0
HfAlW4,0
BaSb2N4,0
Cr2NiO4,1
MnTePd,1
KBiF6,0
CsScO2,0
PmAgAu2,0
LiTbHg2,0
Mn2NbAl,0
Lu2IrRu,0
VGaRu2,0
YbPmZn2,0
SmTmRh2,0
PbN2Cl6,1
Pr3Sb4Pt3,0
K3CeI6,1
ZrZnNi4,0
Gd2GaAg,1
Mg16Al12Cl,0
Pm2CuPd,0
YSiO3,0
YbAlAg2,0
Mn6Ni16Ge7,0
YbAl20Cr2,1
Eu7Cu44As23,1
DyRu3C,0
TiCu2Sn,0
Y3Sb5O12,0
Ag3SbTe4,0
SmSbPt,0
Cr2HgS4,1
In2CoS4,1
Li2AlPd,0
Ti4Ni2O,0
BaIrO3,0
K2WCl6,1
K4In3Ge20,0
Eu2Ir2O7,1
MgCo2O4,0
YbBi12O20,0
Lu2TcPd,0
LiInAu2,0
LaAgAu2,0
YbMgIn2,0
NpOsO3,1
MgPdAu2,0
Li3AlF6,0
Rb3RuF6,1
InCu3N3,0
Pt3Cl3F,1
LiFeF3,0
BaErO3,1
EuInO3,1
PmEuPd2,1
YbHoPd2,0
Sm3Cu3Sb4,0
Re2Mo3C,0
Cd2Tc2O7,0
Hf6Ga16Ni7,0
Cs2TcI6,1
NdMn7O12,1
Hg3Cl4O,0
P2Pb3S8,0
AgW6Br14,0
MnAlCu2,1
Mn3CuN,1
NdInAu2,0
K2NiF6,0
Bi12PbO20,0
AlFeRh2,1
Sc2ZnAu,0
LiScAu2,0
Dy2IrRh,0
NaSr2In,0
GaFeRh2,1
Li2TlBi,0
Tm2RuPt,0
LiCa2Tl,0
LiGdHg2,1
Rb2GeF6,0
LaNdHg2,1
RbAlO3,1
Ho2ZnIr,0
YBiO3,0
V2ZnS4,1
Ba3PN,0
UCu4Pd,1
Cr3GaP4,1
K3GaCl6,0
K3LuCl6,0
Ac2ZnHg,0
AlGaCo2,0
Gd2TlAg,1
PmLuIn2,0
TbGaAu2,0
Ti2FeOs,0
Ce3Si6Pd20,1
Zr4Os2N,0
Cu3RhN,0
KBi3F10,0
YThC3,0
Cr2CdN2,1
NaSiAu3,0
Co21B6Mo2,1
CaTa2O6,0
Pr6Cd4Pd13,0
Na10EuSn12,1
LiAg2F4,1
BeCo2O4,0
PmZnAu2,0
Cd2PtRh,0
VSnPt,1
Sm2AgRh,0
SmLuMg2,0
SmDyIr2,0
PrBiO3,0
LiNd2Os,0
BaCoO3,1
ErInPt4,0
K3SbI6,0
K3TaCl6,1
CeHoZn2,1
DyPaO3,1
Li2CeGa,1
LuHfRh2,0
LuNpRu2,0
PmNdRu2,0
Sm2HgPb,0
YbSmCd2,0
YLuRu2,0
Ti3Ni20B6,0
CaAl20Cr2,0
Ho4CdPd,0
TbDyAl4,0
Er2MgS4,0
